keyframe_id,timestamp_ns,timestamp_sec,map_frame,lidar_tx,lidar_ty,lidar_tz,lidar_qx,lidar_qy,lidar_qz,lidar_qw,lidar_cloud_file,point_count
38,1788253769697234432,1788253769.697234392,map,0.026571053962076322,-0.3311870199896952,0.05901334650995367,0.005778254071022905,-0.005588504792882,-0.20806091292131557,0.978082837447023,keyframes_lidar/keyframe_000038.pcd,3052
39,1788253774796876032,1788253774.796875954,map,-0.155870471353504,-0.7508048892403179,0.05654297360524724,0.0034823513452373334,-0.004606285834578246,-0.5100646796373791,0.8601166653113613,keyframes_lidar/keyframe_000039.pcd,3106
40,1788253779896668160,1788253779.896668196,map,-0.02961492135360478,-0.9784119760947256,0.05586050145470638,0.0036894146984937756,-0.0053336424983475164,-0.5114667338655864,0.8592786047759783,keyframes_lidar/keyframe_000040.pcd,3074
41,1788253784996874496,1788253784.996874571,map,0.007185113043561592,-1.2686912758620168,0.05513555599649908,0.002915477936598136,-0.006043686330670056,-0.5792189303605969,0.815144407179405,keyframes_lidar/keyframe_000041.pcd,3049
42,1788253790096407808,1788253790.096407890,map,0.0035612186680254697,-1.6447022391193398,0.05486425099019017,0.0026926858576097777,-0.00503172511789123,-0.6548665017021984,0.7557230287172245,keyframes_lidar/keyframe_000042.pcd,3080
43,1788253795096792576,1788253795.096792459,map,0.0045302940113922,-1.6503662275914657,0.05234546490235435,0.002441236814296748,-0.0049216070901246635,-0.6551472493714389,0.7554812372173811,keyframes_lidar/keyframe_000043.pcd,3076
44,1788253800196410112,1788253800.196410179,map,0.0428394057641928,-1.8710879904618278,0.05150559313141191,0.002664038584238324,-0.004416027644269453,-0.6527501845275145,0.7575556733320414,keyframes_lidar/keyframe_000044.pcd,3132
45,1788253805197476096,1788253805.197476149,map,0.11795640019803028,-2.088415916710306,0.061516758431046065,-0.0007849624061034309,-0.008194122727747147,-0.6273345897454915,0.7787063327696774,keyframes_lidar/keyframe_000045.pcd,2926
46,1788253810197711616,1788253810.197711706,map,0.12652803476398825,-2.4052482315401984,0.05109668294959362,-0.001207286253871659,-0.004573067978503497,-0.6665322433497024,0.7454611982419865,keyframes_lidar/keyframe_000046.pcd,2791
47,1788253815297680128,1788253815.297680140,map,0.14473236863815117,-2.972637542420162,0.043297958990208524,0.003401487181148183,-0.001163838472954979,-0.6918210556800175,0.7220600406356465,keyframes_lidar/keyframe_000047.pcd,2849
48,1788253820397078528,1788253820.397078514,map,0.18601027259743555,-3.942404909024799,0.03777739294345843,-0.0025764948126359407,-0.0029185532664484435,-0.696703503116742,0.7173486408059693,keyframes_lidar/keyframe_000048.pcd,2928
49,1788253825397647616,1788253825.397647619,map,0.22214763678810628,-4.893119283175458,0.03790502387666584,-0.002963516291446819,-0.004941288679237338,-0.6980191721063302,0.7160558893056966,keyframes_lidar/keyframe_000049.pcd,2947
50,1788253830497294080,1788253830.497294188,map,0.2582448185103795,-5.8635017588753815,0.03585575298654517,-0.000508626478547597,-0.005522212260418635,-0.6986776815846748,0.7154150849166657,keyframes_lidar/keyframe_000050.pcd,2898
51,1788253835497467648,1788253835.497467756,map,0.29577007770644387,-6.813166466715694,0.034901030481312344,0.001105205638771832,-0.006919766212223289,-0.6985694788123955,0.7155079165375059,keyframes_lidar/keyframe_000051.pcd,3056
52,1788253840597222400,1788253840.597222328,map,0.33460812947848095,-7.787619733489715,0.018290219279153343,0.005547639010816882,-0.004157370619502605,-0.6985957404449119,0.7154830056704095,keyframes_lidar/keyframe_000052.pcd,2946
53,1788253845598009088,1788253845.598009109,map,0.3691962838293143,-8.73636474985838,0.007542249194186751,0.007654982312257171,-0.005490980531936382,-0.6983989096163683,0.7156467099241531,keyframes_lidar/keyframe_000053.pcd,3029
54,1788253850696948480,1788253850.696948528,map,0.410325178404495,-9.710933826452639,-0.01274539636905686,0.00725303356385393,-0.0023029116518298223,-0.6987168755034346,0.715357825139813,keyframes_lidar/keyframe_000054.pcd,3023
55,1788253855697639168,1788253855.697639227,map,0.4541180806963594,-10.658238019326859,-0.016219704717595207,0.000763291261610849,-0.005559276570831529,-0.6986045548242368,0.7154859801626366,keyframes_lidar/keyframe_000055.pcd,3184
56,1788253860797668096,1788253860.797668219,map,0.49334045604162474,-11.625031716147227,-0.01557179285043142,0.00013259563502842156,-0.006426149807463286,-0.6978394933108802,0.7162253336713688,keyframes_lidar/keyframe_000056.pcd,3163
57,1788253865897608448,1788253865.897608519,map,0.5377261888203022,-12.595439375099044,-0.01576311727411698,-0.00018116438806869427,-0.007352819772942921,-0.6969966392591398,0.7170366713650814,keyframes_lidar/keyframe_000057.pcd,3124
58,1788253870997600256,1788253870.997600317,map,0.5850647350835236,-13.572419918337049,-0.025930382705115898,0.002754892968361154,-0.002497122131795462,-0.69616059849502,0.7178764490139286,keyframes_lidar/keyframe_000058.pcd,3137
59,1788253875997644800,1788253875.997644901,map,0.6349901104723569,-14.5248266525404,-0.03209237470555584,-0.0012361614613688172,-0.00044874542303948746,-0.6960973308383804,0.7179462211977087,keyframes_lidar/keyframe_000059.pcd,3081
60,1788253881097370368,1788253881.097370386,map,0.6865513637324456,-15.490471413416811,-0.0384803715689758,-0.004957886736948969,0.00016858985388706692,-0.6957251022676607,0.7182910085830241,keyframes_lidar/keyframe_000060.pcd,3019
61,1788253886197489664,1788253886.197489738,map,0.7337339113576479,-16.460180594234437,-0.03575706543241378,-0.006242563522864915,-0.0017462749106196948,-0.6953502217255867,0.7186418092977732,keyframes_lidar/keyframe_000061.pcd,2971
